epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,33791.3,0.29838,0.20853,0.94933,0.93428,0.94836,0.97577,0.93592,0.30264,0.27912,0.89939,0.00194293,0.00194293,0.00194293
181,33978.8,0.29524,0.20658,0.94608,0.93432,0.94846,0.97571,0.93619,0.30274,0.28053,0.89997,0.00189475,0.00189475,0.00189475
182,34166.3,0.29234,0.20508,0.94147,0.95307,0.92886,0.97584,0.9355,0.30295,0.2808,0.90026,0.00184707,0.00184707,0.00184707
183,34353.8,0.2934,0.20486,0.9452,0.94885,0.93659,0.9759,0.93604,0.30312,0.28159,0.90047,0.0017999,0.0017999,0.0017999
184,34541.3,0.28902,0.19971,0.94118,0.94866,0.9357,0.97592,0.93625,0.30302,0.28285,0.90085,0.00175324,0.00175324,0.00175324
185,34728.9,0.28789,0.20178,0.94409,0.94835,0.93606,0.97594,0.93648,0.30307,0.28217,0.90098,0.0017071,0.0017071,0.0017071
186,34916.4,0.2872,0.19882,0.94379,0.95258,0.93183,0.97594,0.93631,0.30303,0.28351,0.90092,0.00166149,0.00166149,0.00166149
187,35103.8,0.28859,0.20054,0.94246,0.95205,0.932,0.97598,0.93648,0.30275,0.28402,0.90083,0.00161642,0.00161642,0.00161642
188,35291.3,0.28394,0.19528,0.93828,0.95258,0.93176,0.97592,0.9364,0.30296,0.28511,0.90124,0.00157188,0.00157188,0.00157188
189,35478.7,0.28436,0.19609,0.93923,0.95274,0.93177,0.97527,0.93558,0.30313,0.28644,0.90136,0.0015279,0.0015279,0.0015279
190,35666.1,0.28181,0.19475,0.93864,0.95296,0.93156,0.97541,0.93571,0.30317,0.2864,0.90136,0.00148447,0.00148447,0.00148447
191,35853.6,0.28003,0.19062,0.93815,0.95329,0.93156,0.97597,0.93608,0.30327,0.2871,0.90155,0.00144161,0.00144161,0.00144161
192,36041.1,0.28062,0.19357,0.93958,0.95329,0.93154,0.97591,0.93576,0.30353,0.28767,0.90168,0.00139931,0.00139931,0.00139931
193,36228.7,0.2778,0.19296,0.93513,0.95346,0.9311,0.97568,0.93549,0.30323,0.28906,0.90149,0.00135759,0.00135759,0.00135759
194,36416.1,0.27981,0.19144,0.93847,0.95311,0.93113,0.97592,0.93587,0.30319,0.28945,0.9016,0.00131646,0.00131646,0.00131646
195,36603.6,0.27665,0.18995,0.9352,0.95317,0.93081,0.97598,0.93591,0.30333,0.28977,0.90178,0.00127591,0.00127591,0.00127591
196,36791,0.27663,0.18915,0.93717,0.9512,0.93103,0.97596,0.93561,0.30338,0.29044,0.90182,0.00123596,0.00123596,0.00123596
197,36978.5,0.27526,0.19055,0.93589,0.95184,0.93036,0.97593,0.93578,0.30354,0.28943,0.90188,0.00119661,0.00119661,0.00119661
198,37166,0.27187,0.18785,0.93468,0.95343,0.93012,0.97607,0.93537,0.3036,0.28915,0.90198,0.00115787,0.00115787,0.00115787
199,37353.5,0.27079,0.1844,0.93487,0.9533,0.93011,0.97595,0.93534,0.30365,0.28939,0.90227,0.00111975,0.00111975,0.00111975
