epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,780.576,0.62113,0.51312,1.07398,0.82351,0.71274,0.75914,0.62497,0.54186,0.62234,0.98738,0.00073025,0.00073025,0.00073025
44,798.719,0.62236,0.49981,1.08292,0.84664,0.7901,0.8303,0.66971,0.54115,0.54983,0.98585,0.000717875,0.000717875,0.000717875
45,816.792,0.62003,0.50463,1.08057,0.79572,0.72501,0.76032,0.63805,0.55385,0.64648,0.9902,0.0007055,0.0007055,0.0007055
46,834.765,0.61609,0.49002,1.06831,0.82899,0.71287,0.77633,0.63799,0.51065,0.57877,0.97015,0.000693125,0.000693125,0.000693125
47,852.916,0.6167,0.49702,1.06732,0.73866,0.77847,0.7994,0.648,0.53434,0.60432,0.97873,0.00068075,0.00068075,0.00068075
48,871.125,0.61972,0.49282,1.07083,0.8372,0.80388,0.84292,0.68437,0.51356,0.55364,0.95293,0.000668375,0.000668375,0.000668375
49,889.479,0.60402,0.48771,1.06579,0.89619,0.70061,0.82651,0.65532,0.55733,0.61199,0.96816,0.000656,0.000656,0.000656
50,907.486,0.59807,0.47629,1.0538,0.85811,0.79701,0.84897,0.68266,0.53812,0.54071,0.97275,0.000643625,0.000643625,0.000643625
51,925.792,0.58971,0.46337,1.06707,0.78956,0.77333,0.80725,0.63826,0.57449,0.56227,1.00076,0.00063125,0.00063125,0.00063125
52,943.848,0.60323,0.46413,1.06495,0.76103,0.83407,0.84198,0.65072,0.59441,0.52642,1.00216,0.000618875,0.000618875,0.000618875
53,962.135,0.58606,0.46645,1.05563,0.7676,0.78995,0.81285,0.68085,0.53248,0.58857,0.97939,0.0006065,0.0006065,0.0006065
54,980.452,0.58192,0.45623,1.05357,0.74166,0.77093,0.79594,0.6625,0.55244,0.56461,0.98514,0.000594125,0.000594125,0.000594125
55,998.587,0.57519,0.4516,1.04317,0.85696,0.82552,0.84551,0.70762,0.53437,0.51558,0.96827,0.00058175,0.00058175,0.00058175
56,1016.77,0.58001,0.4547,1.05509,0.86982,0.80731,0.84346,0.68288,0.51013,0.53816,0.96527,0.000569375,0.000569375,0.000569375
57,1035.03,0.57093,0.44264,1.05333,0.87917,0.82345,0.86697,0.70123,0.51622,0.51126,0.96905,0.000557,0.000557,0.000557
58,1053.14,0.5733,0.43988,1.05401,0.84212,0.64465,0.79069,0.64977,0.50907,0.5809,0.95387,0.000544625,0.000544625,0.000544625
59,1071.3,0.55818,0.42628,1.03491,0.84033,0.81075,0.85752,0.70678,0.51213,0.48036,0.95495,0.00053225,0.00053225,0.00053225
60,1089.39,0.55527,0.43621,1.03062,0.82281,0.80108,0.85804,0.69213,0.55056,0.49421,0.98539,0.000519875,0.000519875,0.000519875
61,1107.64,0.54274,0.42101,1.02834,0.81936,0.80607,0.84255,0.69032,0.51336,0.50481,0.976,0.0005075,0.0005075,0.0005075
62,1125.92,0.54015,0.4151,1.02991,0.86769,0.82408,0.88504,0.72752,0.49956,0.51388,0.96197,0.000495125,0.000495125,0.000495125
63,1144.21,0.54755,0.42076,1.03654,0.85813,0.76287,0.86288,0.7161,0.47872,0.49722,0.94784,0.00048275,0.00048275,0.00048275
64,1162.52,0.54707,0.41547,1.03381,0.80599,0.78123,0.81472,0.68716,0.48354,0.53699,0.94236,0.000470375,0.000470375,0.000470375
65,1180.8,0.53238,0.40951,1.02297,0.83784,0.74963,0.8043,0.68057,0.48225,0.55174,0.94662,0.000458,0.000458,0.000458
66,1199.03,0.52621,0.40019,1.02501,0.92332,0.77481,0.84533,0.70218,0.50604,0.51443,0.95599,0.000445625,0.000445625,0.000445625
67,1217.23,0.5324,0.41328,1.02592,0.84208,0.80371,0.84517,0.7057,0.50043,0.55402,0.93929,0.00043325,0.00043325,0.00043325
68,1235.49,0.52711,0.39629,1.02386,0.77043,0.80336,0.82772,0.70133,0.49513,0.59323,0.94856,0.000420875,0.000420875,0.000420875
69,1253.65,0.52742,0.40893,1.0324,0.91192,0.75858,0.86043,0.74701,0.46517,0.57482,0.9319,0.0004085,0.0004085,0.0004085
70,1271.93,0.51722,0.38995,1.01965,0.79414,0.81562,0.82518,0.69587,0.5151,0.61817,0.96662,0.000396125,0.000396125,0.000396125
71,1290.02,0.52908,0.39123,1.03478,0.81007,0.75156,0.82351,0.68444,0.48718,0.53581,0.93332,0.00038375,0.00038375,0.00038375
72,1308.22,0.50661,0.37675,1.00711,0.80669,0.79468,0.83801,0.68903,0.47254,0.49819,0.92256,0.000371375,0.000371375,0.000371375
73,1326.39,0.50968,0.38574,1.01139,0.8757,0.79389,0.85408,0.70999,0.48945,0.53375,0.9445,0.000359,0.000359,0.000359
74,1344.52,0.51371,0.38442,1.01452,0.90564,0.75592,0.8724,0.73935,0.49947,0.53116,0.94099,0.000346625,0.000346625,0.000346625
75,1362.83,0.50125,0.38012,1.01466,0.91004,0.81669,0.86883,0.7432,0.50059,0.53315,0.93641,0.00033425,0.00033425,0.00033425
76,1381.12,0.49724,0.36334,1.00623,0.83764,0.78326,0.84653,0.72272,0.48917,0.54934,0.94751,0.000321875,0.000321875,0.000321875
77,1399.26,0.49516,0.36708,1.00534,0.83665,0.82969,0.8644,0.72209,0.49989,0.48479,0.96887,0.0003095,0.0003095,0.0003095
78,1417.36,0.48749,0.35954,1.00209,0.83693,0.82275,0.87653,0.74519,0.49678,0.47239,0.95663,0.000297125,0.000297125,0.000297125
79,1435.48,0.49197,0.36876,1.00274,0.88751,0.77542,0.85783,0.71766,0.48095,0.50074,0.93671,0.00028475,0.00028475,0.00028475
80,1453.73,0.47405,0.35561,0.99314,0.77597,0.77116,0.81455,0.6834,0.47793,0.51781,0.93229,0.000272375,0.000272375,0.000272375
81,1471.89,0.48008,0.35653,0.99871,0.80195,0.79303,0.80665,0.67854,0.47873,0.5331,0.93957,0.00026,0.00026,0.00026
82,1490.07,0.4746,0.3561,0.99745,0.8344,0.75718,0.81964,0.68437,0.47352,0.5,0.93082,0.000247625,0.000247625,0.000247625
83,1508.22,0.47911,0.34649,0.99531,0.81211,0.77982,0.81196,0.68645,0.47699,0.48685,0.93883,0.00023525,0.00023525,0.00023525
84,1526.26,0.47252,0.34778,0.99877,0.83584,0.78717,0.85829,0.72279,0.45809,0.47916,0.91749,0.000222875,0.000222875,0.000222875
85,1544.48,0.4656,0.33678,0.99377,0.87281,0.82894,0.86547,0.74562,0.45203,0.47596,0.90417,0.0002105,0.0002105,0.0002105
86,1562.8,0.47083,0.3367,0.99608,0.78285,0.79008,0.8109,0.67363,0.46255,0.56019,0.91909,0.000198125,0.000198125,0.000198125
87,1581.43,0.47371,0.33837,0.99484,0.84605,0.80982,0.84729,0.73252,0.44922,0.47245,0.90413,0.00018575,0.00018575,0.00018575
88,1600.39,0.45461,0.32944,0.98909,0.84337,0.81075,0.85029,0.74128,0.46061,0.49133,0.91033,0.000173375,0.000173375,0.000173375
89,1618.87,0.44729,0.32654,0.98229,0.90522,0.78602,0.85851,0.7248,0.45644,0.47506,0.90064,0.000161,0.000161,0.000161
90,1637.05,0.45451,0.33235,0.98667,0.80469,0.80664,0.81755,0.69411,0.44262,0.50117,0.89886,0.000148625,0.000148625,0.000148625
91,1656.03,0.3622,0.24366,0.93066,0.85912,0.79977,0.83939,0.71419,0.45918,0.52297,0.9232,0.00013625,0.00013625,0.00013625
92,1674.18,0.3548,0.23904,0.9182,0.88053,0.82524,0.86598,0.7388,0.46508,0.50115,0.91713,0.000123875,0.000123875,0.000123875
93,1692.24,0.34664,0.23492,0.9077,0.88071,0.79118,0.8592,0.72671,0.47977,0.49123,0.91812,0.0001115,0.0001115,0.0001115
94,1710.34,0.34359,0.23452,0.9099,0.81086,0.80207,0.82296,0.71356,0.47904,0.52045,0.91863,9.9125e-05,9.9125e-05,9.9125e-05
95,1728.36,0.34017,0.22614,0.90629,0.82532,0.78542,0.83385,0.72121,0.46111,0.51261,0.91774,8.675e-05,8.675e-05,8.675e-05
96,1746.59,0.33193,0.2176,0.90301,0.86951,0.79073,0.84996,0.73246,0.45249,0.49094,0.91162,7.4375e-05,7.4375e-05,7.4375e-05
97,1764.6,0.32464,0.21523,0.89801,0.84772,0.78969,0.84552,0.73032,0.45075,0.49021,0.91431,6.2e-05,6.2e-05,6.2e-05
98,1782.8,0.32294,0.21571,0.90248,0.84388,0.79103,0.83962,0.72326,0.45371,0.4888,0.91377,4.9625e-05,4.9625e-05,4.9625e-05
99,1800.89,0.31741,0.21844,0.89843,0.81713,0.77311,0.84233,0.73072,0.45552,0.48677,0.91631,3.725e-05,3.725e-05,3.725e-05
100,1818.91,0.31932,0.20709,0.89805,0.8493,0.79211,0.85176,0.72879,0.46351,0.50142,0.92242,2.4875e-05,2.4875e-05,2.4875e-05
