epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,1497.93,0.6651,0.56575,1.10185,0.86813,0.87371,0.91526,0.80539,0.51522,0.5306,1.00505,0.00986922,0.00986922,0.00986922
24,1562.96,0.66341,0.56199,1.10376,0.84803,0.89021,0.91511,0.81026,0.49982,0.516,0.98511,0.00985711,0.00985711,0.00985711
25,1628.02,0.65449,0.55666,1.09882,0.86655,0.88142,0.91413,0.81186,0.49654,0.51757,0.97979,0.00984449,0.00984449,0.00984449
26,1693.08,0.6577,0.54658,1.09994,0.84432,0.87879,0.91357,0.81536,0.48656,0.52824,0.96723,0.00983133,0.00983133,0.00983133
27,1758.12,0.648,0.54399,1.09315,0.87954,0.86976,0.91835,0.81952,0.49355,0.52055,0.96963,0.00981765,0.00981765,0.00981765
28,1823.21,0.64219,0.53328,1.09092,0.85682,0.87928,0.91927,0.82119,0.48932,0.52921,0.9782,0.00980345,0.00980345,0.00980345
29,1888.32,0.64343,0.53232,1.08835,0.8823,0.86903,0.91861,0.82364,0.47542,0.51217,0.97848,0.00978873,0.00978873,0.00978873
30,1953.33,0.6309,0.52555,1.08283,0.86865,0.88037,0.92258,0.82756,0.48784,0.49909,0.98418,0.00977349,0.00977349,0.00977349
31,2018.37,0.63015,0.51982,1.07947,0.88054,0.87455,0.92519,0.82704,0.48061,0.49386,0.9702,0.00975773,0.00975773,0.00975773
32,2083.28,0.62613,0.51469,1.07996,0.86453,0.89124,0.91681,0.81899,0.49019,0.5078,0.97549,0.00974145,0.00974145,0.00974145
33,2148.38,0.62103,0.50586,1.0753,0.87402,0.8846,0.9219,0.82966,0.47195,0.50965,0.96897,0.00972466,0.00972466,0.00972466
34,2213.47,0.61542,0.50156,1.0721,0.86834,0.88506,0.92043,0.8279,0.477,0.50816,0.97825,0.00970736,0.00970736,0.00970736
35,2278.67,0.6156,0.50252,1.07478,0.8543,0.90363,0.91961,0.83454,0.45418,0.4894,0.96048,0.00968955,0.00968955,0.00968955
36,2343.85,0.60843,0.49523,1.068,0.88949,0.88346,0.92907,0.8451,0.44897,0.47139,0.95204,0.00967122,0.00967122,0.00967122
37,2408.95,0.60507,0.49148,1.06809,0.87236,0.90005,0.92737,0.84199,0.45817,0.4837,0.96357,0.00965239,0.00965239,0.00965239
38,2474.15,0.60379,0.48925,1.06496,0.87437,0.89715,0.92921,0.84788,0.45385,0.46884,0.95847,0.00963306,0.00963306,0.00963306
39,2539.27,0.59851,0.48475,1.06246,0.8891,0.88529,0.9229,0.83756,0.45411,0.47622,0.96251,0.00961322,0.00961322,0.00961322
40,2604.31,0.59816,0.48331,1.06525,0.88613,0.89185,0.92418,0.84064,0.45219,0.47766,0.96183,0.00959289,0.00959289,0.00959289
41,2669.38,0.59465,0.47905,1.06212,0.87333,0.90328,0.92478,0.83935,0.45392,0.47914,0.96707,0.00957205,0.00957205,0.00957205
42,2734.51,0.5914,0.4755,1.0618,0.8907,0.89011,0.92482,0.83764,0.45447,0.47075,0.96328,0.00955072,0.00955072,0.00955072
43,2799.68,0.58771,0.46729,1.05498,0.88146,0.89561,0.92587,0.83952,0.45132,0.46295,0.96313,0.00952889,0.00952889,0.00952889
44,2864.69,0.58336,0.46326,1.0551,0.88885,0.87961,0.92611,0.84118,0.44489,0.47628,0.9591,0.00950658,0.00950658,0.00950658
45,2929.83,0.58477,0.46566,1.05685,0.87945,0.88569,0.92269,0.83837,0.45357,0.48005,0.96118,0.00948377,0.00948377,0.00948377
46,2994.71,0.58059,0.4634,1.05428,0.89178,0.88408,0.92593,0.84602,0.44458,0.47211,0.95365,0.00946048,0.00946048,0.00946048
47,3059.99,0.57844,0.45701,1.05031,0.89085,0.88678,0.92597,0.84488,0.44428,0.46534,0.9573,0.00943671,0.00943671,0.00943671
48,3125.02,0.57588,0.45439,1.04944,0.89169,0.87945,0.92583,0.84364,0.44412,0.47065,0.95809,0.00941245,0.00941245,0.00941245
49,3190.23,0.57169,0.45563,1.04871,0.88985,0.88378,0.9245,0.84185,0.44226,0.47136,0.95589,0.00938772,0.00938772,0.00938772
50,3255.37,0.5694,0.45345,1.04551,0.88048,0.88977,0.92207,0.84315,0.43424,0.46571,0.95341,0.00936251,0.00936251,0.00936251
51,3320.43,0.56913,0.44545,1.04683,0.8781,0.89579,0.91917,0.84201,0.43421,0.47578,0.9507,0.00933683,0.00933683,0.00933683
52,3385.54,0.56846,0.44533,1.04654,0.88285,0.87976,0.91918,0.84001,0.43395,0.49093,0.94868,0.00931067,0.00931067,0.00931067
53,3450.62,0.56718,0.45001,1.04404,0.86056,0.89536,0.92165,0.83966,0.43644,0.48521,0.952,0.00928405,0.00928405,0.00928405
54,3515.61,0.56241,0.43953,1.04125,0.86181,0.89892,0.9246,0.84493,0.43736,0.483,0.95264,0.00925697,0.00925697,0.00925697
55,3580.78,0.55839,0.44094,1.03859,0.87212,0.89034,0.92345,0.84369,0.4394,0.48215,0.9553,0.00922942,0.00922942,0.00922942
56,3645.83,0.5579,0.43735,1.04267,0.87501,0.89601,0.92668,0.84761,0.43622,0.47502,0.95446,0.00920142,0.00920142,0.00920142
57,3711.04,0.55673,0.43626,1.03698,0.88461,0.89018,0.92801,0.8493,0.43357,0.46796,0.95141,0.00917296,0.00917296,0.00917296
58,3776.22,0.55865,0.43516,1.04003,0.88057,0.88957,0.92785,0.84916,0.43566,0.46438,0.95195,0.00914405,0.00914405,0.00914405
59,3841.41,0.55366,0.4332,1.0371,0.8856,0.89005,0.92885,0.85026,0.43422,0.4624,0.95074,0.00911469,0.00911469,0.00911469
60,3906.48,0.5487,0.42903,1.03458,0.89369,0.88824,0.92815,0.84934,0.43489,0.45929,0.95048,0.00908488,0.00908488,0.00908488
61,3971.58,0.54866,0.42524,1.03388,0.89489,0.8892,0.92814,0.85002,0.4339,0.46072,0.94875,0.00905463,0.00905463,0.00905463
62,4036.64,0.54855,0.43148,1.03459,0.8834,0.90107,0.92927,0.85011,0.43203,0.45941,0.9467,0.00902395,0.00902395,0.00902395
63,4101.89,0.54176,0.41585,1.02965,0.88784,0.89442,0.92902,0.85163,0.43056,0.46291,0.94587,0.00899282,0.00899282,0.00899282
64,4167.12,0.54591,0.42249,1.03067,0.88529,0.89751,0.92864,0.85135,0.42999,0.46364,0.94619,0.00896127,0.00896127,0.00896127
65,4232.2,0.54378,0.42367,1.03225,0.88844,0.89578,0.92817,0.85091,0.43123,0.46402,0.94708,0.00892928,0.00892928,0.00892928
66,4297.39,0.53783,0.4196,1.02648,0.88823,0.89421,0.92657,0.8499,0.4322,0.46375,0.94771,0.00889687,0.00889687,0.00889687
67,4362.47,0.53844,0.41959,1.02858,0.88407,0.89668,0.92636,0.85036,0.43151,0.46553,0.94733,0.00886404,0.00886404,0.00886404
68,4427.72,0.54134,0.41969,1.0289,0.88126,0.89752,0.92655,0.8499,0.43215,0.46561,0.94861,0.00883079,0.00883079,0.00883079
69,4492.91,0.5405,0.41401,1.02986,0.88454,0.89511,0.92678,0.85046,0.43136,0.46318,0.94848,0.00879713,0.00879713,0.00879713
70,4557.83,0.53088,0.41486,1.02287,0.87983,0.89968,0.92709,0.8509,0.43144,0.4611,0.94973,0.00876305,0.00876305,0.00876305
71,4623.09,0.53171,0.41534,1.0256,0.88072,0.89732,0.92642,0.85143,0.43013,0.45975,0.94993,0.00872857,0.00872857,0.00872857
72,4688.25,0.53098,0.4086,1.02506,0.88448,0.8965,0.92714,0.85204,0.43028,0.46028,0.95051,0.00869368,0.00869368,0.00869368
73,4753.48,0.53038,0.41113,1.02356,0.88446,0.89655,0.92729,0.85245,0.43054,0.45918,0.95078,0.00865839,0.00865839,0.00865839
74,4818.53,0.52881,0.40867,1.02288,0.88434,0.89506,0.92771,0.85255,0.4306,0.45995,0.95122,0.00862271,0.00862271,0.00862271
75,4883.57,0.52484,0.40245,1.02089,0.88518,0.89447,0.92698,0.85285,0.4302,0.45982,0.95183,0.00858664,0.00858664,0.00858664
76,4948.46,0.52271,0.40177,1.01927,0.88412,0.89457,0.92658,0.85182,0.43003,0.45793,0.95169,0.00855018,0.00855018,0.00855018
77,5013.47,0.52191,0.40238,1.01877,0.88351,0.89696,0.92605,0.85149,0.43059,0.45812,0.95284,0.00851333,0.00851333,0.00851333
78,5078.67,0.51973,0.39848,1.01916,0.8864,0.8932,0.9261,0.85127,0.43073,0.45756,0.95306,0.00847611,0.00847611,0.00847611
79,5143.98,0.52187,0.39812,1.01757,0.88472,0.89298,0.92544,0.85111,0.43051,0.45839,0.95305,0.00843851,0.00843851,0.00843851
80,5209.13,0.51906,0.39962,1.01842,0.8853,0.89408,0.92514,0.84999,0.43075,0.46021,0.95302,0.00840054,0.00840054,0.00840054
81,5274.06,0.51862,0.39541,1.01837,0.88476,0.89633,0.9251,0.85077,0.43004,0.4586,0.95232,0.0083622,0.0083622,0.0083622
82,5339.12,0.51358,0.3971,1.01587,0.88787,0.89525,0.92386,0.85099,0.42926,0.45717,0.95166,0.00832349,0.00832349,0.00832349
83,5404.16,0.51084,0.39327,1.01434,0.88766,0.89466,0.92504,0.85052,0.42953,0.45851,0.95214,0.00828443,0.00828443,0.00828443
84,5469.1,0.51304,0.39368,1.01348,0.88588,0.89607,0.92467,0.84972,0.42974,0.45892,0.95284,0.00824502,0.00824502,0.00824502
85,5534,0.51212,0.39063,1.01406,0.88613,0.8962,0.92528,0.85069,0.43078,0.45893,0.95391,0.00820525,0.00820525,0.00820525
86,5599.14,0.51233,0.39559,1.0161,0.88601,0.89608,0.9253,0.85167,0.43116,0.46021,0.95416,0.00816514,0.00816514,0.00816514
87,5664.15,0.51123,0.38949,1.01211,0.88117,0.89672,0.92438,0.85057,0.43186,0.46253,0.95511,0.00812468,0.00812468,0.00812468
88,5729.13,0.50634,0.38967,1.01191,0.88375,0.89558,0.92458,0.85106,0.43151,0.46292,0.95505,0.00808389,0.00808389,0.00808389
89,5794.22,0.50818,0.38923,1.01386,0.88571,0.89422,0.92432,0.85142,0.43083,0.46321,0.95473,0.00804277,0.00804277,0.00804277
90,5859.29,0.50738,0.38175,1.0114,0.88544,0.89459,0.92469,0.8516,0.43091,0.46313,0.9548,0.00800131,0.00800131,0.00800131
91,5924.45,0.50066,0.3813,1.00731,0.88258,0.89897,0.92446,0.85147,0.43141,0.46342,0.95543,0.00795954,0.00795954,0.00795954
92,5989.53,0.50215,0.38347,1.00889,0.88207,0.8976,0.92345,0.85165,0.43214,0.4656,0.956,0.00791744,0.00791744,0.00791744
93,6054.61,0.5041,0.38455,1.00938,0.8827,0.89768,0.92374,0.85126,0.43194,0.46756,0.95603,0.00787503,0.00787503,0.00787503
94,6119.77,0.50351,0.38089,1.00829,0.88379,0.89821,0.92351,0.85184,0.43183,0.46781,0.95572,0.00783231,0.00783231,0.00783231
95,6184.83,0.49572,0.37795,1.00605,0.88607,0.89583,0.92329,0.85111,0.43171,0.4694,0.95556,0.00778929,0.00778929,0.00778929
96,6249.92,0.49898,0.37628,1.00702,0.88289,0.89652,0.92308,0.85106,0.43175,0.47019,0.9552,0.00774596,0.00774596,0.00774596
97,6315.01,0.49662,0.3763,1.00525,0.88907,0.89374,0.92335,0.85103,0.43275,0.47062,0.95603,0.00770234,0.00770234,0.00770234
98,6380.15,0.49332,0.37578,1.00425,0.88787,0.89058,0.92344,0.85134,0.43196,0.47154,0.95531,0.00765843,0.00765843,0.00765843
99,6445.25,0.49328,0.37234,1.00469,0.8879,0.89294,0.92309,0.85051,0.43169,0.47042,0.95535,0.00761423,0.00761423,0.00761423
100,6510.36,0.49238,0.37695,1.00292,0.88736,0.89371,0.92332,0.85075,0.43162,0.47103,0.95589,0.00756976,0.00756976,0.00756976
101,6575.46,0.49213,0.37337,1.00264,0.88633,0.89296,0.92376,0.8509,0.43147,0.47087,0.95594,0.007525,0.007525,0.007525
102,6640.48,0.48936,0.37243,1.00154,0.88037,0.89963,0.92377,0.85125,0.4315,0.47099,0.95623,0.00747997,0.00747997,0.00747997
103,6705.57,0.48948,0.37043,1.00473,0.8793,0.90175,0.92352,0.85078,0.43172,0.46985,0.95635,0.00743468,0.00743468,0.00743468
104,6770.65,0.48723,0.36679,1.00062,0.88032,0.89967,0.92355,0.85117,0.43159,0.47029,0.95657,0.00738913,0.00738913,0.00738913
105,6835.75,0.48769,0.36904,0.99972,0.88468,0.89241,0.92369,0.85064,0.43219,0.47097,0.9571,0.00734332,0.00734332,0.00734332
106,6900.86,0.48546,0.3673,1.00024,0.8874,0.89198,0.92319,0.8507,0.43251,0.47248,0.95807,0.00729725,0.00729725,0.00729725
107,6966.01,0.48699,0.36218,1.00154,0.88552,0.89412,0.92321,0.85105,0.43194,0.47141,0.95749,0.00725094,0.00725094,0.00725094
108,7031.21,0.48043,0.3625,0.99769,0.88255,0.8971,0.923,0.85101,0.43143,0.47168,0.95748,0.00720439,0.00720439,0.00720439
109,7096.35,0.48271,0.36143,0.99839,0.88347,0.89577,0.92347,0.85154,0.43077,0.47231,0.95698,0.00715761,0.00715761,0.00715761
110,7161.53,0.48049,0.36206,0.9982,0.88323,0.89461,0.92309,0.85155,0.43071,0.47386,0.9571,0.00711059,0.00711059,0.00711059
111,7226.67,0.47507,0.35558,0.9955,0.88297,0.89596,0.92355,0.85163,0.43047,0.47447,0.9572,0.00706335,0.00706335,0.00706335
112,7291.9,0.47721,0.36043,0.99825,0.89629,0.88097,0.92305,0.85135,0.43041,0.47543,0.95742,0.00701588,0.00701588,0.00701588
113,7357.08,0.4742,0.35414,0.99585,0.88614,0.89146,0.92289,0.8514,0.43009,0.47566,0.95729,0.0069682,0.0069682,0.0069682
114,7422.13,0.47533,0.35859,0.99573,0.89533,0.88057,0.923,0.8512,0.43022,0.47543,0.95755,0.00692031,0.00692031,0.00692031
115,7487.17,0.47191,0.35345,0.9919,0.89622,0.88034,0.92292,0.85199,0.43018,0.47631,0.95774,0.00687222,0.00687222,0.00687222
116,7552.42,0.47406,0.35584,0.99231,0.89415,0.88114,0.92274,0.8514,0.43062,0.47619,0.95835,0.00682392,0.00682392,0.00682392
117,7617.71,0.47134,0.35478,0.99518,0.89684,0.88154,0.9227,0.85135,0.43024,0.47602,0.95809,0.00677543,0.00677543,0.00677543
118,7682.85,0.47049,0.35742,0.99223,0.89558,0.88209,0.9223,0.85119,0.43058,0.4759,0.95855,0.00672675,0.00672675,0.00672675
119,7747.77,0.46765,0.34791,0.99138,0.89623,0.88195,0.92279,0.85123,0.43057,0.47629,0.9588,0.00667789,0.00667789,0.00667789
120,7812.85,0.46285,0.35032,0.98682,0.89538,0.8824,0.92239,0.85138,0.43093,0.477,0.9593,0.00662885,0.00662885,0.00662885
121,7877.97,0.46254,0.34735,0.99097,0.89527,0.88437,0.92239,0.8515,0.43091,0.47622,0.95947,0.00657963,0.00657963,0.00657963
122,7942.96,0.46553,0.34729,0.98934,0.89513,0.8833,0.92237,0.8515,0.43145,0.47636,0.95987,0.00653025,0.00653025,0.00653025
123,8008.12,0.4623,0.34846,0.98938,0.89534,0.88386,0.92234,0.85133,0.43103,0.47668,0.95976,0.00648071,0.00648071,0.00648071
124,8073.31,0.46094,0.3423,0.98668,0.89547,0.88254,0.92263,0.85215,0.4309,0.47624,0.95984,0.00643101,0.00643101,0.00643101
125,8138.33,0.46242,0.3479,0.98848,0.89394,0.88332,0.92272,0.85156,0.43057,0.47763,0.95926,0.00638115,0.00638115,0.00638115
